PM10;PM2-5;O3;CO;NO2;SO2
41;23;0,6;0,7;23,1;0
40,2;7;0,8;0,8;23,8;0
43,4;20;0,8;0,8;23,9;0
66,8;32;0,9;1,9;26,7;0
0;39;3,5;1,9;28,3;0
67;27;7,7;1,7;43;0
88,6;42;21,4;0,8;26,8;0
54,4;27;32,5;0,6;20,9;0
50,2;30;42;0,4;11,5;0
22;22;47,3;0,2;6,3;0
27,4;19;71,1;0,5;15,4;0
85,1;33;62;0,5;16,4;0
66,4;19;40,5;0,7;21,9;0
49;30;48,1;0,6;20,4;0
53,4;35;42,7;0,6;19;0
47,8;30;27,5;0,7;20,6;0
43,6;21;18;0,7;24;0
25,9;15;18,1;0,7;20,9;0
29,5;16;15,7;0,7;22;0
34,7;18;5;0,8;25;0
36,5;16;2,1;0,9;26,3;0
35,9;22;1,1;0,9;27,2;0
36,2;26;0,6;0,9;27,8;0
43,7;18;0,5;0,8;26,1;0
43,9;19;0,6;0,7;26;0
50,9;26;0,7;0,7;21,8;0
41,2;17;0,7;0,8;21,6;0
42;31;0,9;1,3;25,9;0
73,5;41;2,1;1,6;26,6;0
65,8;43;8,7;1,1;30,9;0
59,9;36;21,8;0,9;30,2;0
54,6;32;37,9;0,8;32,7;0
50,9;32;59;0,6;23,9;0
47,6;27;71,4;0,4;14,9;0
42;27;67,9;0,4;14,3;0
54,6;27;59,5;0,3;11,1;0
49,5;20;59,8;0,4;12,9;0
58,3;17;51,3;0,4;15,7;0
55,3;17;44,3;0,4;17;0
52,2;21;32,2;0,5;18,9;0
48,8;25;20,1;0,7;27;0
52,3;25;16,6;0,7;27,3;0
49;26;3,1;1,1;36;0
56,1;27;1,1;1,2;32;0
54,4;35;2,3;0,9;27,6;0
49;21;1,4;0,8;24,9;0
45,6;28;0,8;0,8;25;0
41,2;23;0,6;0,7;25,7;0
44,4;33;0,4;0,7;24,9;0
51;28;0,6;1;24,2;0
63;30;0,6;0,9;25,4;0
60;31;0,9;1,5;25,6;0
69,6;46;3,3;1,4;28,6;0
70;46;15,5;1;32;0
70,4;47;28,3;1;39,7;0
73,6;47;46,2;1;39,6;0
80;45;64,2;0,8;33,4;0
71,7;44;79;0,6;24,5;0
64,4;48;88,6;0,5;17,7;0
79,3;42;86,5;0,5;16,8;0
95,3;37;81,9;0,5;18,4;0
77,6;26;68,1;0,5;18,5;0
61,7;36;52,2;0,6;21,9;0
55,4;25;38,4;0,6;22,9;0
61;22;30,5;0,7;28,8;0
46,6;30;17,9;0,8;33,8;0
57;31;19,3;0,7;30,7;0
47;27;22,8;0,7;29,4;0
49,5;28;10,9;0,7;29,4;0
54,1;33;6,2;0,7;30,8;0
56,3;34;4,6;0,6;34,2;0
63,9;40;2,1;0,6;32,3;0
59;27;2,1;0,5;27,8;0
50,9;29;1,5;0,5;27,2;0
43,9;30;0,7;0,6;27,7;0
61,2;34;1,1;0,7;26,8;0
62,9;46;21;0,4;10;0
34,2;12;32;0,3;6,2;0
18,3;17;38,7;0,3;6,9;0
13;13;40,2;0,2;5,3;0
16,1;9;38,9;0,2;4,7;0
18,1;6;37,7;0,2;4;0
25,2;11;44,6;0,2;5,9;0
49,7;24;76,1;0,4;16,7;0
96,7;38;51,7;0,4;14,2;0
55,1;22;38,8;0,3;7;0
32,5;3;40,3;0,2;5,3;0
30,2;8;42;0,2;4,4;0
25;15;42,5;0,2;4,2;0
19,6;18;42,5;0,2;3,8;0
25,4;15;42,9;0,2;3,4;0
24,4;14;42,6;0,2;3,3;0
27,8;18;42,1;0,2;2,3;0
25,2;9;42;0,2;2,1;0
25,7;11;29;0,2;6,6;0
24,3;15;17,2;0,3;13;0
19,8;16;6,2;0,4;19,8;0
24,3;15;5,3;0,5;23;0
28,6;20;2;0,9;29;0
48,3;31;1,2;1,5;33,9;0
65,6;39;2,7;2,3;37;0
86,1;44;11,1;1,4;37,8;0
68;41;25,5;0,8;24,1;0
50,1;23;37,2;0,3;10;0
22,7;7;39,7;0,2;5,8;0
19,3;8;41;0,2;4,3;0
11,7;10;81,9;0,5;20,2;0
82,4;39;57,9;0,4;11,2;0
35,7;4;64,7;0,5;19;0
70,8;28;50,9;0,6;19,8;0
54,1;25;40,6;0,3;7,7;0
19,1;8;42,9;0,3;6,9;0
19,8;7;43,5;0,3;6,4;0
22;17;46,6;0,2;4,2;0
21,8;13;45,8;0,2;4,6;0
18,3;15;31,9;0,3;11,7;0
36,6;14;17,5;0,5;21,4;0
28,6;15;27,6;0,4;14,5;0
26,2;12;31,5;0,3;11,5;0
20,8;13;30,8;0,3;9,7;0
29,3;13;18,9;0,4;14,2;0
26,7;22;7,3;0,5;23,2;0
43,5;15;4,8;0,6;26;0
44,2;22;3,3;1;27,3;0
47,4;28;20,2;0,4;10,4;0
24,7;7;23,3;0,4;8,4;0
14,9;7;28,9;0,2;5,2;0
14,6;6;28,2;0,2;4,3;0
17,8;5;29,2;0,3;5,3;0
11,9;11;30,4;0,3;4,3;0
18,8;15;31,8;0,3;3,6;0
17,8;8;41,2;0,4;7,5;0
37,4;20;55,1;0,6;16,3;0
75,6;27;43,4;0,6;17,3;0
56,3;23;36,5;0,6;15,8;0
36,4;16;37,9;0,3;6,1;0
16,9;12;39;0,3;4,9;0
36,4;18;38,2;0,3;3,8;0
19,6;19;37,6;0,3;3,2;0
16;16;28,9;0,4;8,7;0
27,1;16;31,8;0,3;5;0
16,8;11;16,1;0,4;13,8;0
17,9;13;15,9;0,3;12,8;0
21;13;16;0,3;11,3;0
13,4;8;19;0,2;8,8;0
12,5;4;8,5;0,4;15,3;0
15,4;3;4,9;0,4;18,8;0
32,5;16;2,8;0,8;19;0
36,2;6;6,7;0,9;17,7;0
40,7;15;16,8;0,5;14,8;0
31,8;21;26,9;0,3;7,8;0
21,9;6;30,5;0,2;2,6;0
11,2;2;30,6;0,2;2,9;0
19,5;1;30,5;0,2;3,3;0
21,8;8;30,8;0,2;3,8;0
18,1;10;31,5;0,2;3;0
13,4;11;31,8;0,2;2,9;0
12,7;12;30,6;0,2;3,8;0
10;9;28;0,3;5;0
20,8;8;26,2;0,3;5,7;0
24;8;22,7;0,3;5,1;0
15,4;7;20,6;0,3;5,1;0
10;7;22,5;0,2;3,2;0
17,1;10;18,2;0,3;5,4;0
14;14;15,2;0,3;6,1;0
12,6;11;19,8;0,2;1,9;0
9,3;6;21;0,2;1,5;0
17,6;9;19,9;0,2;1,5;0
14,4;9;19;0,2;2;0
11,5;4;9,9;0,2;7,8;0
17,6;5;7,2;0,4;11,6;0
23,8;11;7,9;0,6;14,1;0
34,7;10;12;0,5;9,3;0
13,5;9;15,5;0,4;7;0
11,5;6;18,4;0,3;4,2;0
9,5;1;18,4;0,3;4,2;0
10,6;3;19,9;0,2;2,6;0
9,9;0;20;0,3;3,2;0
22;0;20,4;0,2;2,8;0
17,8;0;21,2;0,2;2,8;0
8,3;0;22,4;0,2;3,3;0
8;3;22,5;0,3;4;0
8,7;1;22,2;0,3;3,9;0
8,7;5;22,6;0,3;4,1;0
10,2;5;21,7;0,3;5,7;0
19,6;1;21,7;0,3;5,7;0
24,7;7;24,9;0,3;3,3;0
17,1;9;23,8;0,3;4,4;0
14,1;5;22;0,2;6,3;0
16,7;5;20,3;0,2;6,4;0
18;7;12,7;0,2;10,1;0
15,1;7;11,1;0,2;9,7;0
11,9;5;8,7;0,2;11,1;0
21,8;6;5,5;0,3;14,5;0
38,1;8;3,9;0,5;16,8;0
32,2;11;0,9;1,4;22,9;0
66,1;29;2,8;1,4;22,9;0
58,7;29;13,2;0,8;18,6;0
27,1;11;0;0;0;0
26,4;10;0;0,3;7,1;0
17,3;7;0;0,2;3,3;0
9,4;1;0;0,2;3,3;0
14,8;0;0;0,2;3,6;0
21,2;7;0;0,2;5,1;0
20,8;10;0;0,2;5,3;0
25,9;1;0;0,2;4,6;0
17;0;0;0,3;4,3;0
16,8;6;0;0,2;4,2;0
20,5;7;0;0,3;5,6;0
14,9;7;0;0,2;3,3;0
28,8;11;0;0,2;2,7;0
12,4;12;0;0,2;2,9;0
19,5;11;0;0,2;4,9;0
12,1;11;0;0,2;2,9;0
14,6;6;0;0,2;5;0
10,9;4;0;0,1;4,6;0
8;8;0;0,2;11,5;0
15,4;7;0;0,3;15,4;0
36,6;6;0;1;22,6;0
84,1;33;0;1,2;19,1;0
39,3;14;0;0,9;16,8;0
27,1;13;0;0,5;11,4;0
17,1;11;0;0,3;6,9;0
23,9;12;0;0,2;5,2;0
12,4;9;0;0,2;3,7;0
11,6;2;0;0,2;3,7;0
19,7;4;0;0,2;3,8;0
21,4;11;0;0,3;5,1;0
23;8;0;0,4;12;0
20,8;7;0;0,3;8,2;0
18;10;0;0,4;12,2;0
34,9;11;0;0,3;5,7;0
25,4;10;0;0,3;3,8;0
24,7;19;0;0,3;4,4;0
14,4;13;0;0,2;3,8;0
18,1;9;0;0,2;2,9;0
16,5;9;0;0,2;5,2;0
19;14;0;0,2;2,4;0
16;15;0;0,2;2,3;0
14,8;14;0;0,2;1,2;0
20,5;15;0;0,2;1,2;0
16,6;15;0;0,2;2,2;0
12,2;12;0;0,3;7,7;0
21,5;9;0;0,4;12,9;0
21;9;0;0,6;13,4;0
32,5;19;0;0,3;4,8;0
20,5;7;0;0,3;5,6;0
15,6;8;0;0,3;4,6;0
16,8;10;0;0,3;6,4;0
27,3;8;0;0,3;5,1;0
0;21;0;0,3;5,2;0
27;8;0;0,2;4,6;0
21,2;15;0;0,3;6,2;0
22,2;2;0;0,3;5,5;0
21,5;6;0;0,4;8,6;0
20;10;0;0,3;4,8;0
24,2;10;0;0,4;11,4;0
26,4;11;0;0,6;17,5;0
33,2;17;0;0,2;2,7;0
21,7;12;0;0,2;2,3;0
18,8;16;0;0,2;2,2;0
15,4;13;0;0,2;2,2;0
16,6;12;0;0,2;3,8;0
13,6;7;0;0,2;1,9;0
11,6;5;0;0,2;1,8;0
14,9;8;0;0,2;2,7;0
14,6;11;0;0,3;9,1;0
21,5;16;0;0,5;11;0
25,6;12;0;0,4;8;0
20;20;0;0,4;7,8;0
22,7;20;0;0,3;5,4;0
16,8;5;0;0,2;3,5;0
23,2;5;0;0,2;3,4;0
14,6;8;0;0,3;3,9;0
11,9;10;0;0,3;5,2;0
22,7;7;0;0,3;3,8;0
27,2;2;0;0,3;3,1;0
20;3;0;0,3;3,9;0
23;7;0;0,4;5,2;0
15,3;10;0;0,3;5,2;0
19,3;7;0;0,3;4,9;0
17,3;7;0;0,3;3,2;0
18,8;12;0;0,3;4;0
22,5;10;0;0,3;3,6;0
14,6;10;0;0,3;3,3;0
16,6;16;0;0,3;2,5;0
17,1;7;0;0,2;1,8;0
16,3;6;0;0,2;1,8;0
7,4;7;0;0,2;2,2;0
10,1;7;0;0,2;1,9;0
10,4;3;0;0,3;3,3;0
10,4;2;0;0,2;2,3;0
10,5;3;0;0,3;3,3;0
0;15;0;0,3;3,3;0
15,4;5;0;0,3;3,3;0
13,9;4;0;0,3;3,5;0
23,2;8;0;0,3;3,5;0
22,3;11;0;0,3;3,4;0
20,5;11;0;0,3;3;0
16,9;11;0;0,3;2,6;0
24,9;12;0;0,3;3,3;0
20,4;10;0;0,3;3,4;0
14,7;8;0;0,3;3,7;0
16,6;7;0;0,3;2,8;0
12,9;5;0;0,3;3,3;0
23,2;17;0;0,3;2,5;0
21,3;13;0;0,3;2,1;0
17,8;11;0;0,3;2,4;0
28,3;9;0;0,3;2,3;0
0;18;0;0,2;2;0
9,5;7;0;0,2;1,2;0
21,5;7;0;0,2;1,4;0
8;8;0;0,2;1,2;0
17;9;0;0,2;1,2;0
12,1;7;0;0,2;4,5;0
12,7;9;0;0,2;3,1;0
11;11;0;0,2;1,9;0
27,9;9;0;0,2;1,9;0
11;5;0;0,2;2;0
17,3;6;0;0,2;2,9;0
19,5;11;0;0,2;2,3;0
11;11;0;0,2;2,2;0
11,4;8;0;0,2;3,3;0
11,5;7;0;0,2;2,3;0
17,1;12;0;0,2;2,2;0
17;11;0;0,2;2,3;0
9,4;9;0;0,3;2,5;0
19,5;12;0;0,3;3,8;0
25,2;13;0;0,3;3,6;0
16,8;15;0;0,3;3,1;0
17,3;6;0;0,2;2,3;0
21,5;9;0;0,2;1,7;0
0;16;0;0,2;1,8;0
11,7;8;0;0,2;3,4;0
16,1;8;0;0,2;5;0
13,9;10;0;0,3;11,7;0
18,3;11;0;0,3;11;0
17,5;12;0;0,2;5,6;0
17,7;6;0;0,3;7,3;0
14,9;4;0;1,2;19;0
76,1;32;0;0,8;10,4;2,6
25,9;25;0;0;0;0
20;10;0;0;0;0
20,5;11;0;0;0;0
14,4;11;0;0;0;0
17,8;15;0;0,3;3,6;0,4
17,3;8;0;0,3;3,2;0,3
24,7;8;0;0,3;3;0,5
17,1;7;0;0,3;3,2;0,4
18,3;5;0;0,3;3,3;0,4
21,7;1;0;0,4;6,1;0,6
19;5;0;0,3;5;0,4
26,6;9;0;0,3;5;0,4
18,3;7;0;0,3;5,7;0,3
18;10;0;0,3;3,8;0,4
21;11;0;0,3;5,1;0,5
17;17;0;0,2;1,6;0,4
19,3;5;0;0,2;1,4;0,4
12,9;6;0;0,2;1,1;0,3
12,4;9;0;0,2;1;0,3
17,5;10;0;0,2;1,4;0,3
12,7;8;0;0,2;6;0,3
12,3;10;0;0,2;8;0,3
22,1;17;0;0,5;13,1;0,5
24,9;11;0;0,5;10,7;0,5
28,3;11;0;0,3;4,7;0,3
22,7;8;0;0,3;4,3;0,3
15,4;7;0;0,2;3,4;0,4
13,6;9;0;0,2;2,8;0,4
18,1;15;0;0,3;3,9;0,4
27,1;11;0;0,3;4,5;0,5
35,9;16;0;0,2;3,5;0,5
21,7;2;0;0,3;4;0,4
21,5;0;0;0,4;6,9;0,5
22,1;0;0;0,3;4,5;0
28,2;6;0;0,3;5,5;0,4
21;7;0;0,3;5;0,5
28,6;4;0;0,3;4,9;0,4
32,7;8;0;0,3;4,1;0,4
18,5;13;0;0,3;5,3;0,3
15,9;13;0;0,2;3,7;0,3
12,2;6;0;0,2;1,4;0,3
10,4;4;0;0,2;1,7;0,5
11,2;9;0;0,2;1;0,5
13,9;8;0;0,2;1,7;0,4
15,8;5;0;0,2;2,8;0,5
15,6;8;0;0,3;9,9;0,5
25,6;18;0;0,4;10,4;0,5
20,4;9;0;0,4;7,1;0,4
22,2;7;0;0,3;5,8;0,3
21,5;9;0;0,3;6,2;0,4
13,9;12;0;0,3;4,4;0,4
13,2;8;0;0,3;4,2;0,2
19,3;4;0;0,3;4;0,3
11,9;6;0;0,3;3,5;0,4
16,6;6;0;0,3;3,3;0,3
13,7;4;0;0,3;4;0,4
9,7;5;0;0,3;5,6;0,6
7,8;6;0;0,3;6,3;0,4
11,9;7;0;0,3;5,5;0,5
12,6;5;0;0,2;4;0,3
11,7;1;0;0,3;7,7;0,3
0;17;0;0,4;9,4;0,3
28,1;5;0;0,3;5,9;0,1
9,2;5;0;0,2;4,8;0,2
18,5;5;0;0,2;4;0,4
6,5;5;0;0,2;2,8;0,3
0;18;0;0,2;2,4;0,3
11;11;0;0,2;1,8;0,4
10;10;0;0,2;3,8;0,5
11,2;10;0;0,4;10;0,6
21;10;0;0,7;14,4;0,8
21,9;9;0;0,7;10,8;0,7
26,1;7;0;0,3;5,5;0,4
15,1;6;0;0,4;6,7;0,6
23,7;7;0;0,4;6,8;0,5
19;7;0;0,4;6;0,5
14,4;6;0;0,3;4,1;0,5
31;5;0;0,3;2,7;0,5
10,7;4;0;0,3;3,3;0,5
8,9;5;0;0,4;9,2;0,6
16,1;8;0;0,5;9,2;0,7
12,4;6;0;0,5;8,1;0,5
21,7;8;0;0,8;12,2;1
23,1;10;0;0,5;8,8;0,6
9,4;7;0;0,5;10,1;0,5
11,4;8;0;1;13,2;1,2
29,8;6;0;0,6;9,1;0,7
15,4;2;0;0,4;7,9;0,6
11,9;1;0;0,3;6,4;0,4
8,4;4;0;0,3;9,8;0,4
9;9;0;0,3;11;0,4
14,8;9;0;0,4;11,8;1
19;7;0;0,7;12,4;1,1
35,6;17;0;1,1;14,9;2,1
47,8;31;0;1,4;17,7;2,4
64,1;30;0;1,6;18,9;3,2
68;49;0;1;15,8;1,6
41,6;16;0;0,9;20,8;1,1
51,4;25;0;0,5;15,6;1,1
36,6;21;0;0,3;9,5;1,8
28,8;23;0;0,3;8,5;1
22,2;8;0;0,4;9,8;0,7
31,7;8;0;0,4;8,5;0,7
33,4;20;0;0,4;11,4;0,5
37,1;11;0;0,3;7,9;0,5
14,9;2;0;0,4;8,8;0,2
17,8;0;0;0,5;13,3;0,5
14,1;6;0;0,3;5,9;0,4
15,8;6;0;0,4;12,6;0,6
14,8;7;0;0,4;10,7;0,5
20,7;3;0;0,3;10,1;0,4
10,7;6;0;0,3;9,9;0,5
10;10;0;0,3;5,8;0,4
9,5;9;0;0,3;9,1;0,5
8,7;6;0;0,3;9,3;0,5
0;16;0;0,3;11,4;0,6
14,6;9;0;0,2;7,2;0,5
10,7;4;0;0,4;10,2;0,7
21,2;2;0;0,5;13,4;0,7
16,8;7;0;0,4;9,3;0,5
13,4;9;0;0,3;5,5;0,4
9,9;2;0;0,3;6;0,4
10,2;0;0;0,9;21,7;0,8
31,2;30;0;0,9;27,7;1,1
42,9;30;0;0,7;19,5;1
35,9;20;0;0,5;14,3;1,2
23,2;14;0;0,5;13,1;0,7
24,2;14;0;0,6;14,2;0,8
16;11;0;0,8;24,1;0,7
31,2;22;0;0,9;31,3;0
17,3;14;0;1;30,8;0,8
26,4;17;0;0,8;19,2;0,8
19,5;9;0;0,9;17,5;0,9
15,3;10;0;0,3;6,8;0,4
8;7;0;0,3;7,8;0,5
22,2;5;0;0,4;9;0,5
14,1;5;0;0,2;3,5;0,4
9,7;6;0;0,2;4,1;0,5
8;8;0;0,2;4,5;0,6
18,1;2;0;0,4;11,8;0,6
17;5;0;0,5;12,7;0,7
16;9;0;0,9;15,7;1
33,2;23;0;1,2;15,7;1,4
36,9;16;0;0,8;14,4;0,8
26,8;14;0;0,6;14,4;0,8
25,4;22;0;0,5;14,1;1
27,8;22;0;0,4;11,8;0,7
27,8;23;0;0,2;7,6;0,5
9;5;0;0,2;5,7;0,6
10,4;7;0;0,2;4,1;0,5
17,3;2;0;0,2;4,7;0,5
11,4;0;0;0,2;3,9;0,5
11,7;4;0;0,2;3,7;0,4
10,4;5;0;0,2;4,2;0,5
10,4;0;0;0,1;4,2;0,5
13,2;3;0;0,2;5,5;0,5
11,7;7;0;0,1;3,9;0,3
10;9;0;0,1;3,1;0,3
16;16;0;0,2;2;0,5
21,3;12;0;0,2;2;0,6
19,8;15;0;0,1;2,2;0,4
21,7;17;0;0,1;3,3;0,6
16,6;2;0;0,1;4,4;0,4
9;6;0;0,1;3,8;0,5
11,5;11;0;0,3;17,4;0,6
20,7;11;0;0,8;25,9;1,4
35,7;19;0;1,1;28,9;1,9
45,4;28;0;1,4;29,4;2
46,8;21;0;0,9;26,3;1,5
35;13;0;0,5;17;0,7
31;11;0;0,3;9,8;0,7
7;7;0;0,2;4,8;0,6
7,8;5;0;0,2;4,8;0,7
11,2;9;0;0,4;13,9;1
63,4;34;0;0,6;24,8;1,2
73,4;32;0;0,7;28;0,8
55,3;28;0;1;35,5;0,8
47,5;40;0;0,8;22,3;0,9
33,9;13;0;0,3;6,5;0,5
25,4;15;0;0,3;5,8;0,5
17,8;12;0;0,3;5,3;0,5
25,4;17;0;0,3;5,8;0,5
0;24;0;0,3;7,3;0,6
0;27;0;0,3;9,1;0,5
15;15;0;0,3;13;0,5
21;18;0;0,3;10,7;0,5
22,5;12;0;0,3;10,6;0,5
18;18;0;0,3;9,2;0,5
23,4;19;0;0,3;10,5;0,7
20,8;19;0;0,5;24;1,1
33,1;28;0;1,1;26,2;1,8
38,3;38;0;1,3;25,9;2,1
42,4;31;0;1,2;26,9;2
44,5;34;0;0,6;12,8;1
0;34;0;0;0;0
0;0;0;0;0;0
44,1;11;0;0,6;28,7;0
61,3;41;0;0,7;22,9;0
47,7;39;0;0,8;34;0
72,4;54;0;1,1;39,2;0
67,5;58;0;1,2;39,1;0
61,1;47;0;0,7;23,2;0
34,2;26;0;1;35,4;0
37,5;27;0;0,4;18,4;0
23,2;20;0;0,6;26,5;0
31;25;0;0,5;24,3;0
24,7;17;0;0,3;14,1;0
28,8;19;0;0,1;7,9;0
21;18;0;0,2;4,3;0
23,4;17;0;0,2;3,9;0
24;24;0;0,2;4,5;0
18,5;11;0;0,2;6,2;0
17;17;0;0,2;10,4;0
22,7;7;0;0,7;16,5;0
47,3;16;0;0,7;11,8;0
25,1;20;0;0,3;6,8;0
20,5;11;0;0,3;7,2;0
30,2;18;0;0,4;13,6;0
32;21;0;0,4;10,8;0
30;15;0;0,3;7,1;0
26,3;13;0;0,3;11,2;0
28,3;12;0;0,3;10;0
24,6;15;0;0,3;10,7;0
25,9;16;0;0,5;19,3;0
55,3;24;0;0,5;20,5;0
47,6;34;0;0,5;19,3;0
56,5;20;0;0,6;23,3;0
48,4;27;0;0,8;32;0
57,3;35;0;1,1;40,7;0
62,4;38;0;0,9;30,1;0
57,3;37;0;0,4;11;0
42,2;28;0;0,3;8,1;0
34,2;23;0;0,2;4,2;0
24,7;14;0;0,2;4;0
25;25;0;0,2;3,1;0
20;15;0;0,2;6,2;0
22;22;0;0,3;15,4;0
37,4;26;0;0,6;22,1;0
49,4;29;0;1,8;27,8;0
64,4;41;0;1,2;24;0
51,4;32;0;1,4;33,4;0
68,6;41;0;0,2;7,3;0
28,1;9;0;0,2;3,8;0
32,7;10;0;0,2;4,3;0
25,4;11;0;0,2;5,4;0
22;11;0;0,2;5,8;0
29,7;11;0;0,2;5,1;0
28,7;16;0;0,2;5,2;0
31,2;12;0;0,3;7,7;0
30,4;22;0;0,5;18,7;0
52,8;28;0;0,6;20,7;0
43,4;24;0;0,3;8,3;0
30,5;20;0;0,3;11,5;0
28,1;19;0;0,8;30,6;0
32,7;22;0;1;31,3;0
40,9;17;0;1;30,2;0
52,4;22;0;0,9;28,5;0
44,6;27;0;0,8;28,2;0
47,2;25;0;0,8;27,4;0
41,3;26;0;1,1;26,3;0
60,9;31;0;0,7;21,6;0
44,6;23;0;0,7;22,7;0
41,9;32;0;1,5;26,5;0
65,8;33;0;2,2;35,4;0
94,9;51;0;1,7;46,2;0
79;47;0;1,2;42,5;0
73,9;43;0;0,9;34,5;0
65,6;37;0;0,9;29,6;0
61,2;45;0;0,5;17,3;0
55;27;0;0,6;17,3;0
76,7;44;0;0,6;15,1;1,1
67,5;42;0;0,6;17,9;1
71,7;36;0;0,6;21,6;0,9
61,4;35;0;0,7;19,5;0,7
65,3;27;0;0,7;20,1;0,7
47,3;32;0;0,5;12,7;0,7
36,3;18;0;0,3;5,8;0,7
38,8;23;0;0,3;5;0,5
35,4;19;0;0,3;4,5;0,6
31;15;0;0,3;3,7;0,6
30,5;18;0;0,2;3,3;0,7
34,9;29;0;0,3;3;0,7
38,9;18;0;0,3;3,1;0,6
32,9;22;0;0,3;2,7;0,7
32;25;0;0,2;2,4;0,7
33,4;25;0;0,3;3,5;0,5
34,9;25;0;0,3;5,8;0,5
30,2;22;0;0,4;9;0,6
39,7;22;0;0,3;6,2;0,7
32,2;29;0;0,3;5;0,6
27,1;19;0;0,3;5,9;0,6
31,5;23;0;0,3;7,4;0,5
31,5;23;0;0,4;11;0,6
52,3;32;0;0,5;15,9;0,9
61,9;34;0;0,5;12;0,8
51,8;30;0;0,4;10,9;0,7
48,4;24;0;0,4;11,2;0,8
42,1;19;0;0,5;12,8;0,6
39,2;25;0;0,3;9,1;0,7
24;24;0;0,3;5,2;0,7
28,8;25;0;0,3;5,5;0,7
38;21;0;0,3;6,2;0,6
32,7;27;0;0,4;10,6;0,6
34,4;24;0;0,5;22,6;0,7
34,7;18;0;1,3;36,1;1,1
58;24;0;1,1;33,1;1
52,8;20;0;1,3;31,2;1,2
56,5;28;0;1,2;29,9;1,1
41,1;33;0;0,6;21,9;0,8
40,4;34;0;0,7;28,2;0,9
47,5;28;0;1,1;24,6;1
51,1;25;0;1,1;22,6;1,4
49,7;31;0;0,8;23,7;1,1
59,9;35;0;0,6;18,3;1
52,9;41;0;0,6;18,8;1
55,8;48;0;0,6;16,5;1
51,1;33;0;0,5;13,5;1,2
51,6;37;0;0,4;9,4;1,1
50,2;27;0;0,4;9,9;1
41,6;27;0;0,4;8,4;0,9
45;28;0;0,4;8,4;0,6
41,9;29;0;0,4;9,4;0,6
49,4;24;0;0,5;11,1;0,6
34,7;31;0;0,6;15,1;0,6
41,2;34;0;0,5;14,1;0,5
30,2;20;0;0,4;9,1;0,5
39,5;25;0;0,3;8,1;0,5
28,5;21;0;0,4;8,9;0,5
30,7;18;0;0,4;13,3;0,5
30,7;23;0;0,6;20,8;0,5
29;29;0;0,6;19,7;0,5
54,1;30;0;0,7;23,6;0,6
54;34;0;0,8;25;0,7
64,8;30;0;1,4;26;1,7
82,9;47;0;1,9;28,7;2
87,7;50;0;1,7;31,9;1,9
93,3;51;0;1,5;36,6;1,5
88,4;43;0;0,7;17,1;0,9
32,9;16;0;0,3;4,7;0,5
26,4;11;0;0,3;5,8;0,6
19,7;12;0;0,3;4,5;0,5
32,7;17;0;0,3;4,2;0,6
29,1;14;0;0,4;10,8;0,7
40,7;23;0;0,6;17,6;0,7
30,4;19;0;0,7;21,1;0,9
41,3;27;0;0,6;13,5;0,6
33,9;29;0;0,4;6,6;0,6
32,7;25;0;0,4;6,3;0,7
32,2;26;0;0,3;5,2;0,5
27,6;18;0;0,3;4,4;0,5
26,6;16;0;0,3;4,2;0,6
26,1;18;0;0,3;4,1;0,6
21;21;0;0,3;2;0,5
30,2;18;0;0,3;2,5;0,5
20;20;0;0,3;2,4;0,6
21;18;0;0,3;3,5;0,6
25;25;0;0,3;6,1;0,5
31,9;24;0;0,3;4,4;0,6
29,7;13;0;0,5;10,6;0,6
36,4;25;0;0,6;12,9;0,7
35,1;22;0;0,5;8;0,7
34,2;19;0;0,4;5,7;0,6
31;16;0;0,4;5,9;0,7
27,6;20;0;0,4;4,5;0,7
23,7;17;0;0,4;4,6;0,7
22,7;17;0;0,4;4,9;0,7
23,7;11;0;0,3;4,6;0,7
17,8;17;0;0,4;4,8;0,8
21;21;0;0,4;4,9;0,7
25,4;22;0;0,4;5,3;0,7
21,2;11;0;0,4;5,5;0,7
26,6;11;0;0,4;4,4;0,6
29,8;18;0;0,4;4,7;0,7
25,6;20;0;0,4;4,5;0,5
19,5;18;0;0,3;3,4;0,6
15,3;11;0;0,3;2,1;0,6
32,4;18;28,3;0,2;2;0,5
21,5;18;29,1;0,2;2,1;0,6
20,5;15;28,7;0,2;1,8;0,7
21,2;15;24;0,2;4;0,7
23;16;18,7;0,2;6,5;0,7
0;28;10,6;0,5;17,5;0,8
38,4;24;16,5;0,5;13,1;0,9
30,4;15;25,3;0,4;8,4;0,7
31,2;18;24,7;0,4;8,3;0,8
29,8;20;28,5;0,4;5,9;0,7
21,2;16;31;0,3;4,3;0,7
19,7;15;31,3;0,3;4,4;0,8
14,1;14;30,9;0,3;3,9;0,6
16,5;12;28,1;0,3;4,4;0,7
19,8;6;26,1;0,4;6,7;0,7
19,8;5;27;0,3;4,8;0,8
16,3;10;26,4;0,3;5,6;0,8
18,3;10;25,7;0,3;5,6;0,8
22,9;7;27,4;0,3;4,1;0,7
27,7;20;27,2;0,3;3;0,8
26,1;11;23,9;0,3;4,9;0,7
22,2;17;15,5;0,5;12,3;0,7
28,1;16;3,1;0,8;29,2;1
40,2;30;10,3;0,5;18,9;0,8
34,7;17;22,2;0,3;5,6;0,8
11,6;8;22,7;0,3;3,2;0,7
9,4;5;27,9;0,2;1,8;0,8
5;0;24,1;0,3;3,6;0,8
