PM10;PM2.5;OZONO;CO;NO2;SO2
12;4;12,9;0,2;4,6;0
19;4;11,6;0,2;5,6;0
18;7;12,8;0,2;4,1;0
12;6;12,8;0,2;3,4;0
15;4;11,1;0,3;5,2;0
16;8;3,2;0,4;14,5;0
20;8;2,1;0,4;13,5;0
13;12;1,5;0,5;13,1;0
14;7;0,3;0,5;12,5;0
16;16;0,2;0,7;10,7;0
31;18;0,3;0,9;12,4;0
41;17;0,3;0,7;10,5;0
42;13;0,3;0,3;10,8;0
27;11;0,3;0,3;11,3;0
28;13;0,4;0,3;11,5;0
24;11;0,4;0,3;10,6;0
22;10;3,4;0,3;8,8;0
13;9;5;0,3;6,7;0
19;19;5,5;0,4;9,1;0
29;9;9,3;0,3;6,9;0
16;8;13,1;0,2;3,7;0
13;6;13,4;0,1;1,4;0
16;3;13,3;0,2;2,2;0
13;2;12,1;0,2;4,5;0
13;8;11,6;0,2;4,8;0
0;8;17,2;0,2;5,1;0
35;9;14,4;0,2;6,7;0
21;12;16,1;0,2;4,8;0
18;15;7,4;0,4;15,1;0
28;20;0,7;0,8;18,2;0
50;17;1,4;0,4;12,9;0
29;8;0,7;0,4;12,1;0
27;11;0,8;0,6;11;0
30;21;0,3;1;10,2;0
42;15;0,2;1;9,1;0
42;14;0,3;0,8;8,9;0
39;16;0,3;0,7;7,2;0
31;12;0,3;0,4;5,4;0
23;7;0,4;0,3;7,8;0
21;6;0,3;0,3;8,1;0
22;22;0,3;0,3;10,2;0
31;28;0,6;0,8;11,3;0
51;27;2,1;0,9;12,8;0
54;20;8,1;0,5;10,7;0
42;18;0;0;0;0
34;16;0;0;0;0
36;21;0;0;9,8;0
0;0;16,3;0,3;7,9;0
25;8;23,4;0,3;6,7;0
23;11;34,4;0,3;5,4;0
77;19;30,3;0,3;7,8;0
55;29;20,1;0,7;30,2;0
60;36;4,8;1,2;46,7;0
40;21;3,5;0,7;26,6;0
19;12;4,3;0,3;11,8;0
16;7;6,8;0,2;8;0
17;9;7,1;0,2;6,9;0
17;6;6,3;0,2;7,4;0
14;4;3,9;0,2;7,9;0
16;9;0,6;0,3;11,1;0
14;9;2,2;0,2;8,6;0
23;7;1,2;0,3;8,3;0
13;8;0,3;0,3;8,4;0
11;5;4,4;0,2;7,2;0
17;6;1;0,3;11,5;0
14;8;0,6;0,4;12,4;0
26;9;2,9;0,5;10,8;0
17;6;9;0,3;2,7;0
17;5;10,5;0,3;3,6;0
6;4;15,2;0,2;3,2;0
10;4;15,6;0,2;3,9;0
13;3;15,5;0,2;2,8;0
10;2;16,9;0,2;2,4;0
10;3;14,1;0,2;2,9;0
15;5;10,6;0,3;6,3;0
13;7;10,2;0,2;4,7;0
16;5;9,1;0,3;4,4;0
17;5;5,9;0,3;7,7;0
20;6;4,1;0,2;8,1;0
27;14;2,2;0,5;10,5;0
31;16;0,5;0,9;12,6;0
24;10;1,2;0,6;11;0
19;7;4,3;0,3;5,7;0
23;6;3,7;0,3;7,4;0
25;11;0,7;0,4;9;0
22;10;0,7;0,4;9,7;0
24;7;0,4;0,3;10,1;0
17;9;0,4;0,3;10;0
30;13;0,4;0,4;10,6;0
33;17;2;0,8;11;0
37;20;2,2;0,6;10,3;0
28;21;4,9;0,5;9,4;0
10;6;11;0,2;2,3;0
12;5;12,6;0,2;2,1;0
12;4;13,3;0,2;2,2;0
16;2;13,2;0,2;2,9;0
19;0;12,1;0,2;3,8;0
16;2;9,6;0,3;6;0
14;5;9,8;0,3;6,3;0
17;5;9,7;0,3;5,5;0
13;7;6,7;0,4;9,2;0
19;8;5,9;0,3;9,4;0
14;7;6,1;0,3;9,5;0
17;6;5,7;0,3;9,7;0
15;6;1,9;0,4;13,7;0
17;8;1,8;0,3;12,1;0
9;2;5,8;0,2;8,2;0
9;2;8,3;0,2;4,4;0
8;3;4,7;0,2;7,5;0
9;2;7,9;0,2;5,1;0
17;4;4;0,2;10,4;0
8;5;4,5;0,2;9,2;0
10;4;5,9;0,2;8,9;0
17;2;6,2;0,4;11,2;0
15;6;8,8;0,3;7,3;0
11;5;14,8;0,2;1,6;0
9;3;15,6;0,2;2,3;0
18;6;15,6;0,2;1,9;0
17;6;15,5;0,2;1,4;0
17;2;12,9;0,3;2,5;0
9;6;11,2;0,3;4,2;0
18;3;11,6;0,3;3,8;0
14;1;12,9;0,2;3,1;0
12;2;12,4;0,3;3,8;0
11;8;9,8;0,3;6,5;0
11;5;8,5;0,3;6,8;0
12;4;8,4;0,3;6,6;0
11;5;8,6;0,3;6,1;0
10;1;6,8;0,3;7,5;0
12;1;6,5;0,3;7,6;0
12;1;8,5;0,2;6,5;0
9;0;6,3;0,2;6,9;0
16;5;4,3;0,2;8,3;0
23;9;3,2;0,3;8,8;0
20;7;3,9;0,2;6,9;0
12;8;4,3;0,2;7,6;0
19;7;3;0,2;9;0
19;6;2,9;0,4;9,3;0
6;4;8,8;0,3;3,6;0
9;5;11,1;0,3;2;0
31;17;12,8;0,3;1,1;0
7;2;12,9;0,3;1,5;0
8;6;11,2;0,3;2,8;0
9;4;15,6;0,3;1;0
10;8;16,2;0,3;1,1;0
12;5;16,4;0,3;0,8;0
10;4;16,9;0,3;0,7;0
9;4;15,8;0,3;1,8;0
12;5;13,5;0,3;3;0
20;8;11,5;0,3;4,3;0
13;7;10,3;0,3;4,8;0
20;8;7,5;0,4;8,1;0
12;7;7,5;0,3;7,5;0
18;12;4,8;0,3;7,7;0
15;8;9,2;0,3;5,7;0
14;4;8,2;0,2;5,6;0
14;7;2,8;0,2;10;0
21;10;0,7;0,3;11,3;0
21;17;0,4;0,3;10,3;0
27;14;0,6;0,5;9,9;0
28;10;2,5;0,4;12,4;0
15;9;4,7;0,4;9,7;0
24;6;8,1;0,3;6,4;0
10;4;9,9;0,2;4,1;0
22;5;11,3;0,3;5,3;0
15;5;12,6;0,2;3,9;0
17;8;13,5;0,2;4;0
23;13;13,2;0,7;3,7;0
16;7;12,8;0,2;3;0
12;4;12,2;0,2;3,8;0
16;4;13;0,2;3,8;0
23;6;12,7;0,3;4,5;0
19;8;8,1;0,3;8,6;0
26;7;5,3;0,4;11,2;0
13;5;8,2;0,3;7,1;0
13;6;6,2;0,2;8,9;0
13;6;8,7;0,2;5,8;0
11;6;6,7;0,2;7,3;0
10;1;7,9;0,2;4,7;0
9;0;4,9;0,2;6,2;0
8;3;3,8;0,2;6,2;0
10;6;10;0,2;5;0
10;5;9,3;0,2;5,8;0
9;2;9,4;0,2;6,7;0
17;7;2,8;0,3;11,6;0
16;5;4;0,4;11,1;0
14;6;5,3;0,5;11,1;0
21;6;11,8;0,3;5;0
11;2;13;0,3;5,3;0
11;0;16,5;0,3;4,3;0
19;1;16,5;0,4;5,2;0
13;4;18,4;0,3;3,8;0
15;4;19,2;0,3;4,1;0
20;7;19,6;0,3;5,1;0
16;6;19,1;0,3;6,5;0
15;6;19;0,3;7,7;0
15;5;16,2;0,4;10,1;0
19;3;10,9;0,4;13,9;0
16;3;8,6;0,4;13,9;0
21;6;5;0,4;17,5;0
18;6;11;0,3;9,9;0
7;5;12,5;0,3;8,5;0
17;11;10,4;0,2;9,2;0
14;8;8,9;0,2;9,9;0
15;9;5,5;0,1;13,1;0
28;13;0,6;0,2;18,6;0
18;12;1,1;0,2;15,1;0
27;15;3;0,3;16;0
15;6;3,3;0,2;15,6;0
17;7;8,9;0,3;12,1;0
25;11;7,2;0,4;14,3;0
20;9;12,5;0,3;8,8;0
12;5;16,4;0,3;5,3;0
23;6;0;0;0;0
28;6;0;0;0;0
17;6;0;0;0;0
18;4;13,7;0,3;5,1;0
25;9;13,1;0,2;5,2;0
23;7;16,5;0,2;3;0
16;7;12,5;0,2;7;0
14;5;11,8;0,3;7,9;0
13;2;11,9;0,2;6;0
19;9;6,7;0,3;10,6;0
16;12;2,5;0,3;14,6;0
13;8;9,8;0,2;7,5;0
11;4;6,6;0,2;9,9;0
9;3;6,8;0,2;8,2;0
9;1;8;0,1;4;0
12;6;1,4;0,2;11,5;0
18;4;0,3;0,3;10,5;0
22;8;0,2;0,3;8,9;0
17;6;0,3;0,3;9,1;0
36;13;0,3;0,5;16,1;0
22;13;5,4;0,6;16,2;0
21;10;8,7;0,4;13,9;0
18;7;14,9;0,2;4,7;0
16;4;19,1;0,2;2,9;0
10;1;18,5;0,2;3,4;0
12;4;17,7;0,2;4,2;0
11;4;15,6;0,2;5,2;0
10;2;18,5;0,2;3,5;0
13;6;16,3;0,2;5,2;0
18;4;17,4;0,2;4,2;0
10;3;17,4;0,2;5;0
16;5;11,9;0,3;10,6;0
16;6;7,8;0,4;14,5;0
26;8;5,8;0,3;15;0
17;5;10,2;0,2;10;0
11;4;4,4;0,2;12,3;0
26;8;1;0,4;16,3;0
24;9;1,3;0,4;14,1;0
15;9;1,4;0,3;13,3;0
28;6;1,1;0,3;13;0
27;17;1;0,3;14;0
32;13;0,5;0,3;14,5;0
39;17;0,4;0,4;15,4;0
46;28;0,4;0,8;16,8;0
40;23;1;1,2;16,2;0
28;11;7,2;0,4;10,9;0
23;7;0;0;7,5;0
17;5;18;0,2;3,9;0
25;10;20,7;0,2;3,9;0
20;7;22,3;0,2;2,1;0
17;4;21,8;0,2;2,6;0
14;4;22,1;0,2;2,9;0
25;8;20,2;0,2;4,8;0
25;12;17;0,3;9;0
17;7;21,3;0,2;4,6;0
20;4;15,3;0,4;10,4;0
19;8;11;0,4;14,1;0
25;9;8,5;0,3;15,4;0
27;12;2,8;0,5;18;0
34;18;0,5;0,8;18,5;0
22;14;0,6;0,6;16,3;0
32;10;0,3;0,6;18,3;0
27;11;6,6;0,3;9,4;0
13;10;3,4;0,3;12,2;0
22;11;0,4;0,5;17,2;0
15;10;0,3;0,5;17,7;0
20;14;0,3;0,4;15,7;0
16;12;0,3;0,6;14;0
40;15;0,5;1;14,6;0
35;15;1,5;0,9;13,8;0
21;11;13;0,3;7,4;0
14;6;22,2;0,2;1,8;0
14;5;25;0,2;1,8;0
12;2;23,4;0,2;1,4;0
11;3;19,8;0,3;2,4;0
17;2;18,3;0,2;2,2;0
11;3;19;0,2;1,1;0
15;4;17,8;0,2;2,3;0
11;6;14,3;0,3;4,5;0
13;7;12,5;0,3;5,6;0
18;12;5,6;0,4;11,6;0
18;9;6,5;0,3;10,2;0
11;5;11;0,2;3,9;0
12;6;6;0,3;9,4;0
13;9;6,1;0,3;10,1;0
22;8;1,5;0,4;14,7;0
30;8;0,4;0,4;15;0
18;9;0,5;0,4;13,6;0
21;13;0,8;0,3;13,9;0
24;12;0,8;0,3;12,2;0
14;8;1,9;0,4;9,4;0
19;10;4,1;0,4;9,2;0
20;10;2,4;0,3;10,5;0
16;8;7,3;0,3;6,2;0
16;9;11,1;0,3;4,3;0
11;7;14;0,2;1,5;0
8;4;15,1;0,2;1,5;0
8;4;16,8;0,2;0,6;0
10;6;16,1;0,2;1,3;0
8;2;15,7;0,2;1,3;0
9;0;14,3;0,2;2;0
8;4;12,4;0,3;3;0
12;4;15,4;0,2;2,4;0
12;6;14,7;0,3;4,2;0
15;4;11,3;0,3;6,5;0
12;2;9;0,2;5,7;0
10;6;8;0,3;8,3;0
8;5;4,5;0,3;10,7;0
23;8;1,1;0,5;13,9;0
17;6;5;0,2;10,6;0
21;8;2,4;0,2;13,1;0
25;9;0,9;0,2;13,5;0
22;8;2,2;0,2;11;0
14;5;6;0,2;5,3;0
14;2;3,8;0,2;6,9;0
10;4;5,9;0,2;4,7;0
10;4;7,6;0,2;4,4;0
13;5;8,7;0,2;3,2;0
12;5;10,7;0,2;1,4;0
11;2;13,6;0,2;0;0
10;1;14,1;0,2;0,1;0
10;4;15,2;0,2;0,1;0
12;2;15,5;0,2;0,4;0
10;2;16,2;0,2;0,1;0
7;4;15,8;0,2;0,3;0
8;3;15,5;0,2;0,7;0
12;2;14,8;0,2;1,6;0
14;7;10,9;0,3;5,2;0
14;9;8,9;0,3;6,5;0
12;6;7;0,3;8,1;0
11;2;5,1;0,4;9,8;0
12;6;5,6;0,4;9,8;0
17;5;9,7;0,2;3,6;0
13;3;7,9;0,2;5,5;0
13;9;5,1;0,3;10;0
14;6;5,1;0,2;8;0
18;7;4,4;0,2;5,8;0
22;9;0,8;0,3;11,5;0
16;6;2,8;0,2;8,6;0
10;7;2,7;0,2;8,6;0
15;13;5;0,4;10,2;0
21;14;13,5;0,4;9,5;0
15;7;19,4;0,3;0;0
16;5;0;0,3;0;0
17;3;0;0;0;0
21;7;0;0;0;0
19;6;0;0;3,5;0
19;4;0;0;3,5;0
13;4;21,6;0,3;3,5;0
16;5;17,7;0,3;7,8;0
18;4;18,3;0,3;7,1;0
11;4;19,2;0,3;5,2;0
12;6;6,8;0,5;18,9;0
15;7;9,6;0,4;14,5;0
18;12;10,7;0,3;10,7;0
11;8;10,1;0,3;11;0
26;8;3,6;0,5;17,5;0
18;6;4,9;0,3;14,5;0
15;5;10,6;0,2;8,2;0
16;5;10,8;0,2;7,3;0
10;6;11;0,2;6,6;0
18;12;0,8;0,3;15;0
27;14;0,4;0,4;15,9;0
33;12;0,2;0,5;13,2;0
29;11;0,5;0,5;12,5;0
41;21;1;0,8;14,9;0
20;14;7,6;0,5;12,3;0
10;6;14,6;0,3;8,9;0
11;2;12;0,3;11,2;0
9;5;16,6;0,2;4,4;0
5;3;19,4;0,2;3,1;0
9;2;20,9;0,2;2,1;0
10;5;21,6;0,2;1,9;0
9;5;18,4;0,2;5,9;0
11;6;16,7;0,3;7,4;0
18;6;13,8;0,3;8,3;0
12;5;11,7;0,3;9,2;0
13;8;8,8;0,3;10,9;0
27;9;4,3;0,5;12,2;0
12;5;6,9;0,3;10;0
27;10;0,3;0,7;16,7;0
41;20;0,3;0,8;15,8;0
34;18;0,3;0,9;13,6;0
28;10;0,2;0,7;11,3;0
25;11;0,2;0,5;11,2;0
21;10;0,2;0,3;11;0
20;10;0,3;0,4;10,6;0
28;11;0,3;0,5;11,6;0
45;23;0,8;0,9;12,9;0
65;36;2,8;1,2;20,1;0
32;17;10,8;0,6;15,6;0
19;2;18,7;0,3;5;0
19;6;20,1;0,3;5,6;0
14;4;19,3;0,2;3,7;0
13;2;20,9;0,2;2;0
16;1;19,2;0,2;3,6;0
19;6;24,1;0,3;5,8;0
48;21;39,1;0,3;8,7;0
40;25;34,6;0,3;8,4;0
43;16;18,8;0,4;13,3;0
25;7;10,9;0,3;10,1;0
16;7;11,3;0,3;10,3;0
15;6;9,7;0,3;11;0
15;8;6,2;0,3;13,5;0
26;7;5,1;0,3;14,5;0
13;6;6,8;0,2;12,2;0
11;6;8;0,2;9,4;0
11;6;5,7;0,2;10,1;0
16;4;5,1;0,2;9,2;0
13;4;4,8;0,2;9,9;0
13;6;4,2;0,2;10,3;0
19;12;1,3;0,3;14,2;0
23;16;1;0,6;15,1;0
23;17;3,3;0,7;15,7;0
14;6;11;0,3;6,3;0
13;4;12,5;0,2;4,1;0
10;2;11,7;0,2;4,6;0
8;3;14;0,2;2,6;0
18;6;15,8;0,2;3,4;0
19;2;15,1;0,2;3,9;0
15;5;15,4;0,2;4,1;0
12;5;14,7;0,3;4,9;0
16;3;10,5;0,3;7,8;0
17;6;12,7;0,3;6,3;0
31;20;2,4;0,8;18,2;0
30;12;2;0,4;18,3;0
32;14;0,4;0,5;16,1;0
57;21;0,2;1,2;13,8;0
66;27;0,2;1,7;13,2;0
36;15;0,2;1;10,6;0
19;10;0,2;0,6;9,5;0
15;12;0,3;0,5;10,5;0
20;8;0,2;0,5;10;0
23;10;0,2;0,5;11,7;0
28;11;0,2;0,6;11;0
28;15;0,2;0,7;10,6;0
39;18;0,5;1,1;13,9;0
20;12;3,9;0,6;13,7;0
15;7;13,8;0,3;4,7;0
16;5;16,5;0,2;2,9;0
17;2;15,2;0,3;4,5;0
13;3;13,1;0,3;6,1;0
12;3;19;0,3;2,4;0
13;4;22,3;0,2;1,7;0
13;4;22,5;0,2;1,5;0
16;3;21,7;0,2;1,9;0
18;8;18,2;0,3;5,8;0
14;9;12,6;0,4;8,2;0
21;6;9,3;0,4;11,5;0
21;5;7,8;0,4;13,4;0
17;7;11,6;0,3;8;0
9;5;9,4;0,3;9,9;0
10;3;13,4;0,2;6,1;0
11;3;12;0,3;10,3;0
12;8;6,9;0,2;13,5;0
18;7;6,7;0,2;10,8;0
16;6;8,8;0,3;8,8;0
20;8;1,1;0,3;14,6;0
22;7;0,3;0,4;13,7;0
22;11;3;0,4;13,8;0
15;8;11,6;0,3;9,3;0
20;7;14;0,5;8,2;0
14;10;18,1;0,2;4,5;0
12;5;20,7;0,2;4,6;0
8;7;22,7;0,2;2,5;0
10;6;23,9;0,2;1,8;0
16;3;21,7;0,2;2,8;0
16;5;21,7;0,2;2,5;0
19;7;17,7;0,3;4,5;0
13;5;19,1;0,2;2,5;0
13;7;19,2;0,2;1,9;0
19;7;12,6;0,3;7,9;0
19;7;10,3;0,4;9,5;0
20;9;12,3;0,3;7,2;0
24;8;6,3;0,3;11;0
25;14;0,6;0,7;17,1;0
22;9;7,1;0,3;10,1;0
9;6;13,8;0,1;1,6;0
12;5;11,2;0,1;3,5;0
13;4;7;0,2;5,7;0
18;6;1,9;0,2;10,6;0
22;5;1,8;0,2;10,2;0
35;18;0,3;0,4;11,6;0
28;17;0,1;0,5;12,5;0
35;11;1,1;0,4;10,4;0
41;22;6;0,8;14,4;0
16;9;17,9;0,2;3,4;0
11;6;18,2;0,2;3,7;0
0;0;0;0;0;0
0;0;0;0;0;0
23;0;0;0;0;0
15;6;0;0,2;4,2;0
23;8;17,7;0,3;4,2;0
22;13;13,2;0,3;9,2;0
13;8;12,8;0,3;8,2;0
13;6;12,9;0,3;8,7;0
15;5;6,7;0,4;15,3;0
19;7;6,2;0,4;14,1;0
27;11;2,8;0,5;18,5;0
8;8;6,5;0,3;10,5;0
9;3;7,4;0,2;9,6;0
8;1;4,3;0,2;11,7;0
9;0;1,9;0,2;11,8;0
13;3;1;0,2;11,2;0
11;3;1,1;0,3;11,3;0
18;9;0,9;0,3;13,5;0
14;10;8,6;0,2;10,7;0
20;9;6;0,4;12,8;0
16;7;1,3;0,4;17,3;0
17;4;10,6;0,4;11,7;0
17;5;16,2;0,2;4,6;0
5;5;16,8;0,2;3,1;0
18;5;14,1;0,2;6;0
14;8;13,7;0,3;6;0
11;4;13,6;0,2;5,2;0
11;2;13,8;0,2;4,1;0
13;6;11,6;0,3;6,6;0
11;6;9,9;0,3;7,8;0
18;6;9,9;0,3;7,5;0
19;8;4,2;0,6;14,8;0
23;11;2,2;0,5;14,7;0
30;18;1,9;0,5;14,1;0
24;8;4,1;0,4;12,1;0
18;8;2,2;0,3;13,5;0
12;8;2,2;0,3;12,5;0
22;7;0,5;0,3;13,3;0
12;9;0,3;0,4;13,2;0
26;12;0,2;0,4;10,4;0
16;9;5,2;0,2;7,5;0
16;7;4,5;0,3;8,2;0
25;10;0,2;0,4;9,6;0
61;45;0,3;1;11,2;0
26;14;0,9;0,4;8,3;0
35;20;3;0,6;13,2;0
7;7;12,2;0,3;7,2;0
8;6;17,1;0,2;2;0
16;4;17,5;0,2;3,6;0
15;6;16,5;0,3;4,1;0
14;5;14,2;0,2;4;0
14;6;14,9;0,2;3,9;0
13;5;12,9;0,3;5,2;0
18;8;11,8;0,3;6,3;0
19;11;10,3;0,3;8,4;0
18;10;8,3;0,4;9,3;0
11;6;7,8;0,3;8,6;0
19;6;8,4;0,3;7,7;0
10;5;6,6;0,3;10,3;0
6;1;9,7;0,2;4,9;0
6;2;6,9;0,2;7;0
19;5;4,2;0,2;8,2;0
30;14;0,4;0,5;12,3;0
13;7;0,4;0,3;10,7;0
13;3;0,2;0,4;10,7;0
19;7;0,2;0,3;10,2;0
17;11;0,2;0,3;10,2;0
16;8;0,3;0,3;10,6;0
32;20;0,6;0,8;11,2;0
30;15;2,6;0,6;11,6;0
10;6;10,5;0,3;3,3;0
8;5;12,8;0,2;1,6;0
17;3;13,3;0,2;1,3;0
12;2;13,1;0,2;1,8;0
12;1;13,3;0,2;1,3;0
13;1;13,7;0,2;1,6;0
15;8;11,8;0,3;3,7;0
16;6;12,5;0,3;3,8;0
23;3;19,3;0,3;3,5;0
33;14;21,5;0,3;7,4;0
28;12;18,3;0,3;6,9;0
31;18;15,5;0,3;7,5;0
35;23;0,4;0,7;21;0
26;15;0,9;0,6;15,5;0
19;9;1,5;0,5;14,7;0
25;18;0,7;0,6;13,5;0
22;8;0,8;0,5;12;0
21;12;0,3;0,5;11,6;0
26;18;0,2;0,6;9,7;0
25;16;0,2;0,6;8,4;0
48;35;0,3;0,9;10,2;0
38;26;0,2;0,8;9,1;0
27;17;0,4;0,6;7,8;0
39;20;2;0,6;8,8;0
23;9;9;0,4;7,7;0
25;9;16,4;0,3;5,4;0
25;18;18,7;0,3;5,9;0
17;7;20,9;0,3;4;0
18;13;23,4;0,3;3,3;0
47;22;25,6;0,4;8,9;0
19;19;19,9;0,4;13,3;0
25;15;26,2;0,3;4;0
29;25;21,9;0,4;14,7;0
35;27;21,5;0,5;16,2;0
29;27;15,2;0,4;14,1;0
50;39;4,5;0,9;26,8;0
47;36;1,7;0,9;25,7;0
38;30;1,3;0,7;23,5;0
39;30;0,8;0,9;21,1;0
49;29;0,3;1,3;21,4;0
60;36;0,3;1,2;16,9;0
44;38;0,2;1;12,8;0
41;25;0,2;0,9;10,9;0
43;27;0,3;0,9;14,6;0
39;29;0,2;0,6;15,6;0
47;38;0,1;1,1;15;0
43;43;0,4;1,3;14,2;0
45;30;3,8;0,8;19,1;0
45;38;7,4;0,7;16,7;0
33;30;15,6;0,4;10,8;0
21;17;21,5;0,2;5,6;0
19;9;20,3;0,2;5,1;0
19;9;19,2;0,2;4,6;0
16;15;19,3;0,2;3,2;0
28;22;31,6;0,2;4,4;0
31;22;37,5;0,3;5,1;0
20;20;34,7;0,2;2,2;0
20;15;24,9;0,2;1,8;0
22;9;18,3;0,2;7,5;0
29;21;17,5;0,3;9,4;0
13;11;3,6;0,3;15,1;0
21;8;3,2;0,3;12,9;0
24;10;1,8;0,4;12,8;0
27;15;0,2;0,7;15,2;0
30;20;0,3;0,6;13,7;0
26;11;0,3;0,5;11,6;0
25;15;0,2;0,5;12,9;0
25;19;0,2;0,6;11,4;0
36;17;0,2;0,8;10,8;0
23;16;0,6;0,7;10,1;0
5;5;15,5;0,2;4,9;0
23;9;22,7;0,2;2,7;0
15;10;20,5;0,3;5,8;0
19;11;25,7;0,3;7;0
24;13;34,3;0,4;8,7;0
16;16;32,7;0,3;6,4;0
12;4;22,5;0,2;4,1;0
9;2;24,5;0,2;2,5;0
10;0;30,1;0,2;0;0
22;11;33,2;0,2;1,2;0
23;16;23,1;0,4;7,9;0
22;18;21,1;0,4;9,5;0
17;17;21,4;0,3;5;0
0;20;8,2;0,6;20,8;0
29;27;7,6;0,6;18,7;0
16;10;18,6;0,2;2,3;0
15;8;17,2;0,2;5,9;0
16;8;13,6;0,2;6,3;0
24;18;4,1;0,4;15,2;0
13;9;3,1;0,4;13,4;0
17;7;1,2;0,3;14,9;0
13;6;2,1;0,3;12,4;0
22;10;0,7;0,4;9,8;0
17;12;0,9;0,4;8,3;0
25;19;0,9;0,8;9,2;0
21;14;5,8;0,4;8,7;0
13;8;14;0,3;4,2;0
13;8;20,1;0,2;1,4;0
16;9;20,5;0,2;2,7;0
16;5;25,2;0,2;1,9;0
15;7;26,5;0,2;1,5;0
7;6;15,9;0,2;1,6;0
7;6;16,7;0,2;1,4;0
7;7;17,5;0,2;2,3;0
8;8;22,9;0,2;2,2;0
11;10;15,6;0,3;4;0
13;7;7,1;0,3;6,8;0
15;7;7,3;0,4;8,6;0
8;5;7,4;0,3;6,5;0
16;2;2;0,5;11,8;0
15;7;5;0,3;6,8;0
18;6;2,1;0,4;10,4;0
7;4;2,3;0,3;7,5;0
11;11;0,8;0,5;10,5;0
11;9;3,1;0,3;11,2;0
11;6;2,3;0,3;12,2;0
14;8;4,6;0,3;12;0
13;8;1,1;0,3;18,4;0
16;11;3,8;0,5;16,2;0
26;12;6,8;0,5;13,2;0
16;6;14;0,3;5,9;0
16;14;13,2;0,4;6,9;0
23;14;0;0;0;0
13;8;0;0;0;0
20;7;0;0;0;0
22;6;14,3;0,3;0;0
13;9;14,5;0,3;4,5;0
13;13;16,4;0,3;2,7;0
24;16;14,4;0,3;4;0
19;10;9,9;0,4;8,3;0
21;10;6,7;0,4;11;0
30;13;3,5;0,5;13,9;0
23;15;4;0,4;12,8;0
19;13;3,8;0,4;12,2;0
24;12;5;0,3;8,7;0
18;11;3,4;0,3;8,6;0
11;10;1,3;0,3;9,1;0
15;14;1,2;0,3;9,6;0
12;12;4,8;0,2;7,7;0
17;13;2,6;0,2;7,9;0
28;15;0,4;0,3;8,4;0
49;30;0,4;0,7;9,7;0
41;28;0,7;0,9;9,8;0
32;20;3,5;0,8;12,7;0
19;16;14,5;0,4;8,7;0
22;12;23,6;0,2;4,2;0
13;8;28,6;0,2;1,5;0
15;4;27,9;0,2;2,3;0
0;12;28;0,2;1,4;0
9;9;28;0,2;2,7;0
12;3;29,7;0,2;1,4;0
19;2;26,5;0,2;5;0
16;5;21,9;0,3;9,8;0
19;9;19;0,4;13;0
22;11;14,3;0,4;16,8;0
18;7;26,4;0,2;2,7;0
21;8;20,5;0,2;6,6;0
27;13;12,6;0,3;15,7;0
20;17;13,5;0,2;11,8;0
20;17;4;0,3;20,1;0
13;6;8;0,2;12,6;0
16;16;7,5;0,2;8,6;0
10;10;10,9;0,2;5,8;0
17;13;5,2;0,2;15,8;0
23;16;1,2;0,3;19,1;0
41;26;0,4;0,6;21,8;0
24;16;5,2;0,5;18,1;0
23;14;11,5;0,4;13;0
16;11;16,1;0,3;5,3;0
14;8;18,2;0,2;3,4;0
18;4;21,2;0,2;1,2;0
16;9;18,9;0,2;4,5;0
19;6;20,2;0,2;2,3;0
16;5;21,3;0,2;1,2;0
18;10;19;0,2;3,4;0
21;9;19;0,3;4,1;0
18;8;16,5;0,3;6,7;0
18;11;13,3;0,4;11,2;0
19;12;11,3;0,4;13,8;0
15;9;14,8;0,3;9;0
23;15;9,6;0,3;15,3;0
14;9;13,8;0,3;9,4;0
20;10;6,5;0,4;19,2;0
25;17;2,8;0,4;19,9;0
18;8;1,5;0,3;19;0
30;16;0,3;0,5;17,1;0
15;15;0,7;0,3;15,8;0
24;13;1,7;0,3;16,1;0
27;19;1,5;0,4;16;0
28;14;0,5;0,4;19;0
20;20;4,5;0,5;18,5;0
23;17;12,3;0,4;11;0
20;8;18,2;0,3;4,8;0
20;15;17,2;0,3;7;0
17;12;19,7;0,3;6,3;0
23;10;21;0,3;7,1;0
25;11;20,4;0,3;6,5;0
22;9;24,8;0,2;2;0
25;12;22,9;0,2;3,2;0
24;8;21,3;0,3;5,7;0
23;12;19,3;0,3;6,9;0
18;15;15,6;0,4;11,1;0
22;16;9,3;0,5;17,8;0
27;18;5,8;0,5;20,2;0
33;17;3,9;0,5;19,8;0
27;14;3,6;0,6;19,4;0
24;17;0,5;0,6;20,5;0
32;13;0,4;0,8;16,3;0
24;15;0,3;0,6;15,2;0
20;15;0,2;0,5;12,9;0
24;15;0,2;0,7;11,9;0
37;25;0,3;0,7;10,9;0
33;30;0,4;0,6;10,8;0
56;46;0,3;1,2;11,2;0
47;41;0,6;1,5;11,4;0
46;31;3,7;1,1;14,6;0
23;17;14;0,4;9,8;0
19;8;24,7;0,2;2,2;0
17;9;25,7;0,2;1,8;0
23;10;27,2;0,2;1,1;0
19;6;29,5;0,2;0;0
13;5;29,7;0,2;0,4;0
15;7;31,3;0,2;1,7;0
19;5;33;0,2;3,3;0
13;4;31,7;0,2;4,3;0
11;8;28,5;0,2;5,2;0
23;8;27;0,3;6,8;0
